gene	meth_pos	nb22	nb26	nb27	nc3	nc4	nc5	sb22	sb26	sb27	sc3	sc4	sc5
g18890	0	0	0	0	0	0	0	0	0	0	0	0	0
g18891	0	0	0	0	0	0	0	0	0	0	0	0	0
g18892	9	84.81	88.52	97.43	83.93	78.26	89.94	94.95	99.54	99.38	100	100	97.53
g18893	2	95.84	95.45	91.31	90	93.18	93.75	100	97.83	98.57	100	100	100
g18894	0	0	0	0	0	0	0	0	0	0	0	0	0
g18895	0	0	0	0	0	0	0	0	0	0	0	0	0
g18896	3	0	0	0	0	0	0	0	0	0	0	0	0
g18897	4	20.83	22.92	23.53	25	25	23.53	25	25	25	25	25	25
g18898	0	0	0	0	0	0	0	0	0	0	0	0	0
g18899	0	0	0	0	0	0	0	0	0	0	0	0	0
g18900	2	0	0	0	0	0	0	0	0	0	0	0	0
g18901	5	0	0	0	0	0	0	0	0	0	0	0	0
g18902	38	2.39	2.42	2.66	1.29	6.99	2.49	2.96	2.34	2.99	2.73	7.49	2.44
g18903	1	9.52	0	3.85	6.67	9.09	0	5.56	0	0	0	0	0
g18904	0	0	0	0	0	0	0	0	0	0	0	0	0
g18905	0	0	0	0	0	0	0	0	0	0	0	0	0
g18906	0	0	0	0	0	0	0	0	0	0	0	0	0
g18907	0	0	0	0	0	0	0	0	0	0	0	0	0
g18908	24	0	1.04	0	0	0	0	0	0.17	0.24	0	0	0
g18909	0	0	0	0	0	0	0	0	0	0	0	0	0
g18910	0	0	0	0	0	0	0	0	0	0	0	0	0
g18911	0	0	0	0	0	0	0	0	0	0	0	0	0
g18912	30	0	0	0	0	0	0	0	0	0	0	0	0
g18913	31	0	7.78	0.09	1.85	0.32	2.6	1.74	7.52	0.14	5.93	0.31	3.82
g18914	0	0	0	0	0	0	0	0	0	0	0	0	0
g18915	28	0.3	0	0	0	0	0	0.14	0	0	0.19	0	0
g18916	10	0	0	0	0	0	0	0	0	0	0	0	0
g18917	4	0	0	0	0	0	0	0	0	0	0	0	0
g18918	0	0	0	0	0	0	0	0	0	0	0	0	0
g18919	0	0	0	0	0	0	0	0	0	0	0	0	0
g18920	0	0	0	0	0	0	0	0	0	0	0	0	0
g18921	0	0	0	0	0	0	0	0	0	0	0	0	0
g18922	4	0	0	0	0	0	0	0	0	0	0	0	0
g18923	0	0	0	0	0	0	0	0	0	0	0	0	0
g18924	0	0	0	0	0	0	0	0	0	0	0	0	0
g18925	22	0	0.41	0	0	0	0.28	0	0	0	0	0	0
g18926	0	0	0	0	0	0	0	0	0	0	0	0	0
g18927	290	0.08	0.75	0.22	0.2	0.16	0.12	0.01	0.02	0.04	0.02	0.08	0.02
g18928	66	0.23	0.19	0	0.36	0.22	0.11	0.06	0	0	0	0.86	0.64
g18929	23	0	0	0	0	0	0	0	0	0	0	0	0.23
g18930	19	1.4	0.28	1	0	1.11	1.44	0.38	0	0.17	0.19	0	0.19
g18931	0	0	0	0	0	0	0	0	0	0	0	0	0
g18932	0	0	0	0	0	0	0	0	0	0	0	0	0
g18933	0	0	0	0	0	0	0	0	0	0	0	0	0
g18934	0	0	0	0	0	0	0	0	0	0	0	0	0
g18935	0	0	0	0	0	0	0	0	0	0	0	0	0
g18936	0	0	0	0	0	0	0	0	0	0	0	0	0
g18937	0	0	0	0	0	0	0	0	0	0	0	0	0
g18938	0	0	0	0	0	0	0	0	0	0	0	0	0
g18939	0	0	0	0	0	0	0	0	0	0	0	0	0
g18940	3	0	0	0	0	0	0	0	0	0	0	0	0
g18941	12	0	0	0	0	0	0.56	0	0	0	0.76	0	0
g18942	8	0	0	0.73	0	2.52	0	0	0	0	0.78	0	3.52
g18943	6	0	0	0	1.39	1.11	0	0	0	0	0	0	0
g18944	9	11.75	0	4.29	9.75	2.04	2.63	0	0	0	0	0	0
g18945	40	0	0	0	0	0	0	0	0	0.19	0	0	0
g18946	10	0	0	0	0	0	0	0	0	0	0	0	0
g18947	0	0	0	0	0	0	0	0	0	0	0	0	0
g18948	0	0	0	0	0	0	0	0	0	0	0	0	0
g18949	4	49.02	53.27	37.45	44.49	42.95	57.86	44.84	93.63	79.24	4.58	44.87	8.04
g18950	0	0	0	0	0	0	0	0	0	0	0	0	0
g18951	0	0	0	0	0	0	0	0	0	0	0	0	0
g18952	0	0	0	0	0	0	0	0	0	0	0	0	0
g18953	0	0	0	0	0	0	0	0	0	0	0	0	0
g18954	0	0	0	0	0	0	0	0	0	0	0	0	0
g18955	0	0	0	0	0	0	0	0	0	0	0	0	0
g18956	20	0	0.31	0	0	0	0	0	0	0.19	0	0	0
g18957	27	0	0	0	0	0	0	0	0	0	0	0	0
g18958	34	0	0.06	0	0	0.09	0	0	0.05	0.06	0	0	0.14
g18959	0	0	0	0	0	0	0	0	0	0	0	0	0
g18960	0	0	0	0	0	0	0	0	0	0	0	0	0
g18961	23	0.29	0.29	1.83	0	2.22	0	0	0	0	0	0.76	0
g18962	75	0.09	0	0	0.06	0.04	0	0	0	0.06	0.13	0	0.05
g18963	22	0	0.59	0	0.67	0	0.39	0	0	0	0	0	0
g18964	113	0.25	0.11	0	0.33	0.14	0.27	0	0.03	0.02	0	0	0.06
g18965	190	0.37	0.25	0.26	0.18	0.37	0.15	0.06	0	0.02	0	0	0.05
g18966	116	0.06	0.14	0.05	23.67	0.22	0.04	0	0.03	0.03	28.29	0.05	0.23
g18967	36	0	0	0	0	0	0.27	0	0	0	0.17	0	0
g18968	0	0	0	0	0	0	0	0	0	0	0	0	0
g18969	2	0	0	0	0	0	0	0	0	0	0	0	0
g18970	0	0	0	0	0	0	0	0	0	0	0	0	0
g18971	0	0	0	0	0	0	0	0	0	0	0	0	0
g18972	16	22.38	6.73	10.29	16.24	26.19	14.18	41.53	12.52	33.79	27.19	57.65	33.95
g18973	128	17.53	5.05	11.58	17.36	28.38	16.16	36.76	12.75	35.83	29.12	64.76	40.4
g18974	5	13.49	2.51	16.72	24.73	27.7	18.05	32.47	8.05	32.1	26.36	62.7	26.35
g18975	66	2.68	0.58	4.32	1.37	2.34	2.17	5.67	0.71	5.56	3.97	3.98	3.89
g18976	35	2.27	0.3	2.21	1.05	1.67	1.07	6.27	0.57	2.67	2.1	4.98	3.24
g18977	74	1.3	0.1	0.56	0.35	0.72	0.31	4.62	0.1	0.68	0.54	1.67	1.36
g18978	4	32.63	15.43	22.13	44.69	26.01	21.96	35.41	20.86	14	51.01	23.63	5.1
g18979	105	0.23	0.03	0.18	0	0.03	0.14	0.05	0.05	0.2	0	0.05	0
g18980	0	0	0	0	0	0	0	0	0	0	0	0	0
g18981	0	0	0	0	0	0	0	0	0	0	0	0	0
g18982	0	0	0	0	0	0	0	0	0	0	0	0	0
g18983	0	0	0	0	0	0	0	0	0	0	0	0	0
g18984	0	0	0	0	0	0	0	0	0	0	0	0	0
g18985	0	0	0	0	0	0	0	0	0	0	0	0	0
g18986	62	15.23	9.3	15.6	26.08	11.53	15.03	22.38	34.23	22.35	22.2	12.78	28.03
g18987	0	0	0	0	0	0	0	0	0	0	0	0	0
g18988	0	0	0	0	0	0	0	0	0	0	0	0	0
g18989	0	0	0	0	0	0	0	0	0	0	0	0	0
g18990	0	0	0	0	0	0	0	0	0	0	0	0	0
g18991	0	0	0	0	0	0	0	0	0	0	0	0	0
g18992	26	0	0	0.21	0	0	0	0.17	0	0.15	0	0	0
g18993	26	0	0	0.16	0	0.57	1.12	0.14	0.19	0	0	0	0
g18994	17	1.56	0.21	0.12	0	0	0	0	0	0	0	0	0.2
g18995	0	0	0	0	0	0	0	0	0	0	0	0	0
g18996	67	8.51	17.07	5.77	11.72	17.6	10.31	13.66	21.89	4.72	9.89	10.73	15.02
g18997	1	90	100	92.31	90	93.33	91.67	100	92.86	95.24	100	100	100
g18998	4	80.22	93.92	93.08	87.15	88.55	86.25	100	100	100	100	93.41	98.69
g18999	173	1.9	1.78	1.72	1.78	1.7	1.97	1.77	1.81	1.71	1.83	1.77	1.94
g19000	0	0	0	0	0	0	0	0	0	0	0	0	0
g19001	39	0	0.16	0	0	0	0	0	0	0	0	0	0
g19002	17	0	0	0	0	0	0	0	0.31	0	0	0	0
g19003	15	0	0	0	0	0	0	0.37	0	0	0	0	0
g19004	2	0	0	0	0	0	0	0	0	0	0	0	0
g19005	37	0	0	0	0.18	0	0.14	0	0	0	0	0	0
g19007	35	1.53	0	0.29	0	0	0.2	0	0.24	0	0	0.22	0.95
g19008	0	0	0	0	0	0	0	0	0	0	0	0	0
g19009	0	0	0	0	0	0	0	0	0	0	0	0	0
g19010	108	0.06	0	0.07	0.07	0	0.05	0.14	0	0.03	0.03	0	0.22
g19011	27	0	0	0	0	0	0	0	0	0	0.12	0	0
g19012	0	0	0	0	0	0	0	0	0	0	0	0	0
g19013	19	0	0	0	0.28	0	0	0	0	0	0	0	0
g19014	0	0	0	0	0	0	0	0	0	0	0	0	0
g19015	0	0	0	0	0	0	0	0	0	0	0	0	0
g19016	12	0	0	0	0	0	0	0	0	0	0.32	0	0
g19017	0	0	0	0	0	0	0	0	0	0	0	0	0
g19018	2	81.55	88.46	84.12	85.72	94.25	94.12	100	100	100	100	100	92.5
g19019	0	0	0	0	0	0	0	0	0	0	0	0	0
g19020	0	0	0	0	0	0	0	0	0	0	0	0	0
g19021	32	0	0	0.17	0	0	0.21	0	0	0	0.12	0	0
g19022	11	0	0	0	0	0	0	0	0	0	0	0	0
g19023	26	0	0	0	0.27	0	0	0	0.2	0	0.34	0	0
g19024	0	0	0	0	0	0	0	0	0	0	0	0	0
g19025	3	0	0	1.28	0	0	2.22	0	0	0	0	0	0
g19026	15	0	0	0	0	0.56	0	0	0.25	0	0	0	0
g19027	23	0	0	0	0	0.23	0	0	0	0	0	0	0.21
g19028	29	0	0	0	0	0	0	0	0	0.13	0	0	0
g19029	0	0	0	0	0	0	0	0	0	0	0	0	0
g19030	7	0	0	0	0	0	0	0	0	0	0	0	0
g19031	5	0	0	0	0	0	0	0	0	0	0	0	0
g19032	0	0	0	0	0	0	0	0	0	0	0	0	0
g19033	5	18.46	15.38	16.67	16.92	16	14.17	20	20	20	20	20	20
g19034	0	0	0	0	0	0	0	0	0	0	0	0	0
g19035	0	0	0	0	0	0	0	0	0	0	0	0	0
g19036	16	8.04	4.56	5.77	6.18	0.77	1.97	0.27	0	0.35	0	0	0.28
g19037	21	0.21	0.34	0.43	1.23	0	0	0	0.49	0	0	0	0
g19038	0	0	0	0	0	0	0	0	0	0	0	0	0
g19039	0	0	0	0	0	0	0	0	0	0	0	0	0
g19040	0	0	0	0	0	0	0	0	0	0	0	0	0
g19041	47	2.4	2.08	2.5	1.99	0.71	2.55	0	0.08	0.81	0	0	0
g19042	4	0	0	0	2.5	0	0	0	0	0	0	0	1.19
g19043	100	0.06	0	0	0.24	0.19	0	0	0	0	0	0	0.1
g19044	0	0	0	0	0	0	0	0	0	0	0	0	0
g19045	0	0	0	0	0	0	0	0	0	0	0	0	0
g19046	0	0	0	0	0	0	0	0	0	0	0	0	0
g19047	0	0	0	0	0	0	0	0	0	0	0	0	0
g19048	0	0	0	0	0	0	0	0	0	0	0	0	0
g19049	21	18.58	12.49	0.43	23.64	1.21	0	38.13	12.93	1.38	23.51	0	1.79
g19050	0	0	0	0	0	0	0	0	0	0	0	0	0
g19051	0	0	0	0	0	0	0	0	0	0	0	0	0
g19052	0	0	0	0	0	0	0	0	0	0	0	0	0
g19053	16	5.9	12.38	13.57	7.95	8.87	11.71	2.89	7.47	2.59	1.11	0	24.44
g19054	1	84.62	69.23	82.35	80	86.67	91.67	84	100	100	92	100	92.31
g19055	11	0	0	0.7	0	0	0	0	0	0	0	0	0
g19056	13	0	0	0	0	0	0	0	0	0	0	0	0
g19057	8	0	0	0	0	0	0	0	0	0	0	0	0
g19058	0	0	0	0	0	0	0	0	0	0	0	0	0
g19059	0	0	0	0	0	0	0	0	0	0	0	0	0
g19060	14	0	0	0.42	0	0	0	0	0	0.23	0	0	0
g19061	0	0	0	0	0	0	0	0	0	0	0	0	0
g19062	82	0.12	0.06	0.05	0.08	0.03	0.03	0.05	0.14	0.13	0.04	0	0.12
g19063	0	0	0	0	0	0	0	0	0	0	0	0	0
g19064	0	0	0	0	0	0	0	0	0	0	0	0	0
g19065	5	0	0	0	0	0	0	0	0	0	0	0	0
g19066	0	0	0	0	0	0	0	0	0	0	0	0	0
g19067	8	0	0	0	0	0	0	0	0	0	0	0	0
g19068	3	0	0	0	0	0	0	0	0	0	0	0	0
g19069	2	0	0	0	0	0	0	0	0	0	0	0	0
g19070	56	0	0	0.56	0	0	0	0.1	0.06	0	0.06	0	0.18
g19071	0	0	0	0	0	0	0	0	0	0	0	0	0
g19072	0	0	0	0	0	0	0	0	0	0	0	0	0
g19073	50	0.1	0.06	0.04	0.09	0.04	0.07	0	0.11	0.07	0.07	0	0
g19074	0	0	0	0	0	0	0	0	0	0	0	0	0
g19075	18	14.55	14.91	12.61	11.15	15	12.78	17.71	21.94	18.74	19.95	22.07	16.31
g19076	0	0	0	0	0	0	0	0	0	0	0	0	0
g19077	0	0	0	0	0	0	0	0	0	0	0	0	0
g19078	0	0	0	0	0	0	0	0	0	0	0	0	0
g19079	20	1.98	0	0	0.38	0	0.42	2	0	0	0	0	0.58
g19080	5	86.36	90.54	95.51	93.46	87.32	87.5	100	98.69	100	98.89	100	100
g19081	0	0	0	0	0	0	0	0	0	0	0	0	0
g19082	0	0	0	0	0	0	0	0	0	0	0	0	0
g19083	0	0	0	0	0	0	0	0	0	0	0	0	0
g19084	0	0	0	0	0	0	0	0	0	0	0	0	0
g19085	3	82.28	72.31	80.38	77.28	75.61	66.11	96.67	100	97.44	95.66	100	93.96
g19086	0	0	0	0	0	0	0	0	0	0	0	0	0
g19087	0	0	0	0	0	0	0	0	0	0	0	0	0
g19088	1	0	0	0	0	0	0	0	0	0	0	0	0
g19089	47	0	0.09	0.35	0	0	0	0	0	0	0	0	0
g19090	20	0.22	0	0.42	0	0.47	0.45	0	0	0	0	0	0
g19091	0	0	0	0	0	0	0	0	0	0	0	0	0
g19092	0	0	0	0	0	0	0	0	0	0	0	0	0
g19093	0	0	0	0	0	0	0	0	0	0	0	0	0
g19094	0	0	0	0	0	0	0	0	0	0	0	0	0
g19095	0	0	0	0	0	0	0	0	0	0	0	0	0
g19096	0	0	0	0	0	0	0	0	0	0	0	0	0
g19097	60	0.27	0.33	0.55	0.54	0.67	0	0.06	0	0.08	0.11	0	0
g19098	94	0.06	2.07	1.44	0.19	0.48	0.08	0	0.43	0.46	0.11	0	0.16
g19099	0	0	0	0	0	0	0	0	0	0	0	0	0
g19100	36	67.14	79.44	77.19	46.76	51.66	43.95	94.7	98.36	93.46	55.25	48.36	47.64
g19101	99	0	0.32	0	0.82	0.32	0.47	0.06	0.1	0.1	0.67	0.1	0.32
g19102	44	0	0	0	0	0	0.17	0	0.13	0	0	0	0
g19103	4	83.59	78.33	86.66	72.22	89.34	82.58	100	100	97.75	100	100	100
g19104	0	0	0	0	0	0	0	0	0	0	0	0	0
g19105	2	0	0	0	0	0	0	0	0	0	0	0	0
g19106	69	0	0.18	0	0	0.2	0.5	0.14	0.11	0	0.04	0	0.04
g19107	41	0.05	0.07	0.06	0.16	0.05	0	0.12	0.04	0.03	0.04	0.14	0.09
g19108	155	0.08	0.05	0.02	0.05	0.04	0.02	0.08	0.09	0.1	0.06	0.09	0.05
g19109	103	0.07	0.01	0.03	0.01	0.03	0.08	0.04	0.01	0.05	0.04	0.06	0.02
g19110	0	0	0	0	0	0	0	0	0	0	0	0	0
g19111	7	0	0	0	0	0	0	0	0	0	0	0	0
g19112	0	0	0	0	0	0	0	0	0	0	0	0	0
g19113	95	0.12	0	0.05	0	0.06	0	0.09	0.08	0	0	0.07	0
g19114	16	0	0	0	0	0	0	0	0.42	0	0	0.17	0
g19115	13	1.81	2.1	3.68	1.54	1.92	5.33	0.38	6.04	3.7	4.2	2.56	3.21
g19116	3	0	0	0	0	0	0	0	0	0	0	0	0
g19117	2	0	0	0	0	0	0	0	0	0	0	0	0
g19118	66	0.23	0.13	0.04	0	0	0.28	0.06	0.17	0	0.14	0	0
g19119	0	0	0	0	0	0	0	0	0	0	0	0	0
g19120	0	0	0	0	0	0	0	0	0	0	0	0	0
g19121	124	0.05	0.21	0.17	0.67	0.27	0.43	0	0.06	0.04	0.05	0	0.08
g19122	0	0	0	0	0	0	0	0	0	0	0	0	0
g19123	0	0	0	0	0	0	0	0	0	0	0	0	0
g19124	0	0	0	0	0	0	0	0	0	0	0	0	0
g19125	0	0	0	0	0	0	0	0	0	0	0	0	0
g19126	0	0	0	0	0	0	0	0	0	0	0	0	0
g19127	0	0	0	0	0	0	0	0	0	0	0	0	0
g19128	11	65.86	67.46	59.18	57.61	69.27	71.27	90.21	90.21	90.48	90.31	87.77	90
g19129	101	0.91	0.39	1.25	0.14	0.08	0.1	0.6	0.94	0.61	0.02	0.06	0
g19130	49	0	0	0	0	0	0	0	0	0	0.27	0	0
g19131	0	0	0	0	0	0	0	0	0	0	0	0	0
g19132	0	0	0	0	0	0	0	0	0	0	0	0	0
g19133	0	0	0	0	0	0	0	0	0	0	0	0	0
g19134	0	0	0	0	0	0	0	0	0	0	0	0	0
g19135	0	0	0	0	0	0	0	0	0	0	0	0	0
g19136	0	0	0	0	0	0	0	0	0	0	0	0	0
g19137	0	0	0	0	0	0	0	0	0	0	0	0	0
g19138	5	0	0	0	0	0	0	0	0	0	0	0	0
g19139	23	0.4	0.24	0	0.54	0	0	0	0	0	0	0.27	0
g19140	11	0	0	0	0	0	0.51	0	0	0	0	0	0
g19141	16	0	0	0	0	0	0	0	0	0	0	0	0
g19142	55	0	0	0	0	0	0	0	0	0	0	0	0
g19143	1	0	0	0	0	0	0	0	0	0	0	0	0
g19144	82	0	0	0.08	0	0.04	0.08	0.09	0	0.06	0	0	0.05
g19145	40	0	0	0	0	0	0	0	0	0.08	0	0	0
g19146	20	0	0	0	0	0	0	0	0	0	0	0	0
g19147	18	0	0	0	0.46	0	0	0	0.47	0	0	0	0
g19148	30	0	0	0	0	0	0	0	0	0	0	0	0
g19149	62	0.23	0.16	0.07	0.08	0.08	0	0.06	0	0	0	0	0
g19150	0	0	0	0	0	0	0	0	0	0	0	0	0
g19151	11	0	1.65	0	0	0	0	1.21	0	0	0	0	0.32
g19152	32	0.26	0	0.26	0	0	0	0	0	0	0	0	0
g19153	0	0	0	0	0	0	0	0	0	0	0	0	0
g19154	0	0	0	0	0	0	0	0	0	0	0	0	0
g19155	0	0	0	0	0	0	0	0	0	0	0	0	0
g19156	0	0	0	0	0	0	0	0	0	0	0	0	0
g19157	0	0	0	0	0	0	0	0	0	0	0	0	0
g19158	1	100	64.71	100	90	42.86	83.33	100	52.63	92.86	100	40	92.31
g19159	0	0	0	0	0	0	0	0	0	0	0	0	0
g19160	3	0	0	0	0	0	0	0	0	0	0	0	1.23
g19161	6	0	0	0	0	0	0	0	0	0	0	0	0
g19162	22	0	0.41	0	0	0	0	0	0.23	0	0.23	0	0.2
g19163	5	0	0	0	0	0	0	0	0	0	0	0	0
g19164	0	0	0	0	0	0	0	0	0	0	0	0	0
g19165	85	0	0	0.07	0	0	0	0.05	0.04	0	0	0.06	0.11
g19166	87	0.07	0.11	0	0	0.12	0.05	0	0	0	0.04	0.11	0.05
g19167	13	0	0	0	0	0	0.45	0	0	0	0	0	0.71
g19168	0	0	0	0	0	0	0	0	0	0	0	0	0
g19169	0	0	0	0	0	0	0	0	0	0	0	0	0
g19170	33	0	0	0	0	0.14	0	0	0.13	0	0	0	0
g19171	17	0	0	0	0	0	0	0	0	0	0	0.49	0
g19172	11	0	0.76	0	0	0	0	0	0	0	0	0	0
g19173	6	0	0	0	0	0	0	0	0	0	0	0	0
g19174	9	0	0	0	0	0.46	0	0	0	0	0	0	0.41
g19175	6	0	0	0	0	0	0	0	1.67	0	0	0	0
g19176	7	0	0	0	0	0	0	0	0	0	0	0	0
g19177	0	0	0	0	0	0	0	0	0	0	0	0	0
g19178	5	0	0	0	0	0	0	0	0	0	0	0	0
g19179	16	0	0.3	0	0	0.25	0.87	0	0	0	0	0	0
g19180	0	0	0	0	0	0	0	0	0	0	0	0	0
g19181	0	0	0	0	0	0	0	0	0	0	0	0	0
g19182	0	0	0	0	0	0	0	0	0	0	0	0	0
g19183	0	0	0	0	0	0	0	0	0	0	0	0	0
g19184	72	0.07	0.05	0.09	0	0.07	0.19	0.06	0	0	0.07	0	0
g19185	128	4.45	4.41	4.42	4.62	4.52	4.65	4.74	4.72	4.69	4.73	4.62	4.71
g19186	1	82.35	71.43	79.17	66.67	50	66.67	100	100	100	100	100	96
g19187	1	0	0	0	0	0	0	0	0	0	0	0	0
g19188	188	0.25	0.48	0.29	0.61	0.23	1.12	0.35	0.18	0.12	0.25	0	0.02
g19189	0	0	0	0	0	0	0	0	0	0	0	0	0
g19190	12	55.2	50.83	52.69	55.07	55.16	55.29	58.33	58.33	58.04	58.33	56.63	57.55
g19191	0	0	0	0	0	0	0	0	0	0	0	0	0
g19192	49	0	0	0	0	0	0	0	0	0.07	0	0	0
g19193	0	0	0	0	0	0	0	0	0	0	0	0	0
g19194	3	0	0	0	0	0	0	0	0	0	0	0	0
g19195	5	33.14	30.89	34.57	30	35.62	30.91	39.2	40	35	40	48	40
g19196	0	0	0	0	0	0	0	0	0	0	0	0	0
g19197	0	0	0	0	0	0	0	0	0	0	0	0	0
g19198	0	0	0	0	0	0	0	0	0	0	0	0	0
g19199	0	0	0	0	0	0	0	0	0	0	0	0	0
g19200	0	0	0	0	0	0	0	0	0	0	0	0	0
g19201	0	0	0	0	0	0	0	0	0	0	0	0	0
g19202	0	0	0	0	0	0	0	0	0	0	0	0	0
g19203	0	0	0	0	0	0	0	0	0	0	0	0	0
g19204	0	0	0	0	0	0	0	0	0	0	0	0	0
g19205	0	0	0	0	0	0	0	0	0	0	0	0	0
g19206	7	73.95	65.82	81.46	62.04	84.9	69.23	99.49	99.45	100	96.87	100	100
g19207	72	0	0	0	0	0	0.12	0.12	0.1	0	0	0	0
g19208	39	13.14	12.02	16.4	15.75	16.34	23.77	26.63	24.44	25.19	22.67	25.97	31.36
g19209	1	20.59	7.69	5.13	12.5	32.65	25	40.62	40	46.43	6.67	50	0
g19210	18	16.78	6.12	3.78	3.06	10.09	8.44	55.41	28.31	22.15	40.22	51.47	7.34
g19211	36	0	0	0	0	0.25	0	0	0	0	0	0	0
g19212	9	0	0.53	3.1	0.74	0	0	0	0	0.44	0	0	0
g19213	175	0	0.08	0.3	0.03	0.15	0.1	0.08	0	0.05	0.04	0	0.03
g19214	20	0	0	0	0	0	0	0	0	0	0.24	0	0
g19215	0	0	0	0	0	0	0	0	0	0	0	0	0
g19216	10	0	0	0	0	0	0	0	0	0	0	0	0
g19217	0	0	0	0	0	0	0	0	0	0	0	0	0
g19218	0	0	0	0	0	0	0	0	0	0	0	0	0
g19219	2	0	0	0	0	0	0	0	0	0	0	0	0
g19220	26	0	0	0	0	0	0.38	0	0	0.24	0.21	0	0
g19221	3	0	0	0	0	0	0	0	0	0	0	0	0
g19222	0	0	0	0	0	0	0	0	0	0	0	0	0
g19223	33	1.89	0.9	0.51	0.42	0.63	0.57	2.1	1.32	0.14	0.28	0.22	1.95
g19224	29	31.48	35.93	42.39	32.56	35.25	34.89	47.76	47.55	45.44	41.67	47.21	46.1
g19225	69	2.06	0.22	1.57	0.24	0.33	0.49	0.05	0.06	0.06	0	0.12	0
g19226	0	0	0	0	0	0	0	0	0	0	0	0	0
g19227	0	0	0	0	0	0	0	0	0	0	0	0	0
g19228	19	0	0	0	0	0	0	0.29	0	0.12	0	0	0
g19229	28	0	0	0	0.19	0	0	0	0	0.31	0.26	0	0.26
g19230	4	0	0	0	0	0	0	0	0	0	0	0	0
g19231	2	0	0	0	0	0	0	0	0	0	0	0	0
g19232	20	0	0	0	0	0	0	0	0.38	0.16	0	0	0.2
g19233	87	11.54	11.21	12.09	10.31	10.46	12.77	15.25	15.69	15.74	15.15	14.28	15.15
g19234	13	0	0	0	0	0	0	0	0	0	0	0	0
g19235	0	0	0	0	0	0	0	0	0	0	0	0	0
g19236	2	87.5	86.66	88.25	61.82	84.41	80.72	100	100	95	100	97.22	100
g19237	25	0	0.15	0	1.82	0.38	2.38	0	0.21	0.21	0	0	0
g19238	0	0	0	0	0	0	0	0	0	0	0	0	0
g19239	0	0	0	0	0	0	0	0	0	0	0	0	0
g19240	0	0	0	0	0	0	0	0	0	0	0	0	0
g19241	0	0	0	0	0	0	0	0	0	0	0	0	0
g19242	0	0	0	0	0	0	0	0	0	0	0	0	0
g19243	0	0	0	0	0	0	0	0	0	0	0	0	0
g19244	2	91.32	83.34	83.93	96.16	78.62	91.99	95	96.43	97.06	95.34	95	100
g19245	0	0	0	0	0	0	0	0	0	0	0	0	0
g19246	0	0	0	0	0	0	0	0	0	0	0	0	0
g19247	47	0	0	0	0	0	0	0.09	0.09	0	0.14	0	0.12
g19248	35	0.19	0.24	0	0	0.32	0.24	0.21	0.09	0.2	0.57	0	0.32
g19249	154	1.27	1.25	2	0.69	0.41	0.66	1.91	0.61	1.37	0.52	0.09	0.49
g19250	14	0	0	0	0	0	0	0	0	0	0	0	0
g19251	62	3.03	0.54	2.26	0.3	1.07	1.19	0.26	0.15	3.06	0.79	0.95	0.61
g19252	4	0	0	0	0	0	0	0	0	0	0	0	0
g19253	16	0	0	0	0	0	0	0	0.15	0	0	0	0.2
g19254	153	0.07	0.02	0.04	0.08	0.05	0.02	0.07	0.14	0.08	0.02	0.03	0.11
g19255	104	0.03	0	0.04	0	0.04	0.06	0	0.09	0.02	0.03	0	0.07
g19256	89	1.86	1.52	0.22	1.5	1.33	3.44	0.16	0.02	0	0	0.07	0
g19257	10	0	0	0	0	0	0	0	0	0	0.67	0	0
g19258	0	0	0	0	0	0	0	0	0	0	0	0	0
g19259	0	0	0	0	0	0	0	0	0	0	0	0	0
g19260	0	0	0	0	0	0	0	0	0	0	0	0	0
g19261	7	25.76	28.56	10.68	28.15	26.58	26.77	61.96	89.12	25.88	40.27	63.22	55.11
g19262	7	42.82	37.35	18.65	43.84	33.83	38.57	66.01	98.25	39.36	47.06	74.9	73.53
g19263	3	30.95	45.46	12.4	22.14	39.55	37.68	77.42	88.65	35.8	67.52	74.54	63.89
g19264	70	35.7	14.56	9.05	22.1	39.96	38.71	66.26	18.23	6.55	28.51	89.63	70.14
g19265	1	25	40	0	81.82	72.73	75	51.52	40.91	0	46.15	100	54.17
g19266	0	0	0	0	0	0	0	0	0	0	0	0	0
g19267	0	0	0	0	0	0	0	0	0	0	0	0	0
g19268	0	0	0	0	0	0	0	0	0	0	0	0	0
g19269	0	0	0	0	0	0	0	0	0	0	0	0	0
g19270	0	0	0	0	0	0	0	0	0	0	0	0	0
g19271	57	0.28	0.09	1.34	0.24	0.83	0.23	0.06	0.02	0	0	0.18	0
g19272	3	0	0	0	0	0	0	0	0	0	0	0	0
g19273	39	0	0	0	0.94	0.26	0.21	0	0	0.12	0.15	0	0.17
g19274	0	0	0	0	0	0	0	0	0	0	0	0	0
g19275	13	0	0	0	0	0	0	0	0	0	0	0	0
g19276	37	0	0.17	0	0.18	0	0	0	0	0	0	0.27	0.1
g19277	15	0	0	0	0	0	0	0	0.28	0	0	0	0
g19278	31	0	0	0	0.17	0	0	0	0	0	0	0	0
g19279	9	0	0	0	0	0	0	0	0	0	0	0	0
g19280	0	0	0	0	0	0	0	0	0	0	0	0	0
g19281	3	0	0	0	0	0	0	0	0	0	0	0	0
g19282	91	0	0.21	0	0.2	0	0	0	0.1	0.03	0	0	0.06
g19283	55	0.38	0	0.1	0	0.11	0	0	0	0.12	0	0.14	0
g19284	114	0.11	0	0.05	0	0	0	0.04	0	0.09	0.32	0	0.08
