gene	meth_pos	meth_density	mean_meth
g17540	0	0	0
g17541	25	1250	7.8
tRNA-Lys311_gene	2	100	0
g17542	1	50	104
g17543	0	0	0
g17544	0	0	0
g17545	92	4600	0.05
g17546	1	50	166
g17547	1	50	178
g17548	160	8000	0.59
g17549	74	3700	0.51
g17550	55	2750	0.29
g17551	0	0	0
g17552	26	1300	0.15
g17553	3	150	59.33
g17554	9	450	74.56
g17555	40	2000	14.4
g17556	46	2300	0.04
g17557	16	800	0
g17558	0	0	0
g17559	20	1000	0.1
g17560	0	0	0
g17561	10	500	0.1
g17562	27	1350	25.52
g17563	0	0	0
g17564	0	0	0
g17565	32	1600	0.91
g17566	0	0	0
g17567	0	0	0
g17568	0	0	0
g17569	0	0	0
g17570	0	0	0
g17571	88	4400	2.47
g17572	0	0	0
g17573	0	0	0
g17574	48	2400	0.29
g17575	0	0	0
g17576	1	50	111
g17577	0	0	0
g17578	0	0	0
g17579	4	200	0.25
g17580	0	0	0
g17581	0	0	0
g17582	0	0	0
g17583	8	400	0.12
g17584	18	900	0
g17585	37	1850	0.03
g17586	30	1500	1.77
g17587	273	13650	1.29
g17588	14	700	0.29
g17589	9	450	0
g17590	10	500	0.1
g17591	2	100	0
g17592	55	2750	0.05
g17593	9	450	0
g17594	4	200	0.5
g17595	7	350	0.14
g17596	0	0	0
g17597	24	1200	0
g17598	0	0	0
g17599	0	0	0
g17600	2	100	183
g17601	5	250	34.2
g17602	0	0	0
g17603	66	3300	1.64
g17604	98	4900	2.14
g17605	138	6900	0.14
g17606	0	0	0
g17607	0	0	0
g17608	0	0	0
g17609	0	0	0
g17610	8	400	0.25
g17611	0	0	0
g17612	0	0	0
g17613	0	0	0
g17614	0	0	0
g17615	18	900	1.17
g17616	0	0	0
g17617	1	50	190
g17618	0	0	0
g17619	0	0	0
g17620	1	50	198
g17621	1	50	192
g17622	0	0	0
g17623	69	3450	0.09
g17624	36	1800	0.11
g17625	48	2400	4.25
g17626	16	800	0
g17627	0	0	0
g17628	60	3000	0.12
g17629	73	3650	0.03
g17630	0	0	0
g17631	0	0	0
g17632	11	550	18.45
g17633	0	0	0
g17634	90	4500	0.12
g17635	86	4300	1.5
g17636	0	0	0
g17637	15	750	0.13
g17638	27	1350	74.52
g17639	49	2450	0.1
g17640	5	250	84.2
g17641	53	2650	0.15
g17642	85	4250	1.85
g17643	0	0	0
g17644	0	0	0
g17645	0	0	0
g17646	0	0	0
g17647	0	0	0
g17648	0	0	0
g17649	28	1400	0.32
g17650	40	2000	0.55
g17651	52	2600	0.23
g17652	105	5250	0.09
g17653	19	950	0.05
g17654	1	50	0
g17655	0	0	0
g17656	0	0	0
g17657	0	0	0
g17658	6	300	0
g17659	19	950	139.74
g17660	3	150	0
g17661	0	0	0
g17662	0	0	0
g17663	1	50	0
g17664	11	550	0
g17665	0	0	0
g17666	0	0	0
g17667	0	0	0
g17668	24	1200	0.17
g17669	7	350	0
g17670	0	0	0
g17671	0	0	0
g17672	15	750	0.07
g17673	0	0	0
g17674	131	6550	0.15
g17675	9	450	0
g17676	0	0	0
g17677	36	1800	0.25
g17678	78	3900	7.13
g17679	16	800	0
g17680	0	0	0
g17681	20	1000	0.1
g17682	0	0	0
g17683	0	0	0
g17684	0	0	0
g17685	8	400	0.12
g17686	25	1250	0.08
g17687	3	150	0
g17688	56	2800	0.05
g17689	0	0	0
g17690	0	0	0
g17691	1	50	0
g17692	5	250	0
g17693	0	0	0
g17694	30	1500	0.17
g17695	0	0	0
g17696	87	4350	14.87
g17697	1	50	160
g17698	145	7250	78.92
g17699	11	550	34.55
g17700	3	150	0
g17701	0	0	0
g17702	59	2950	0.36
g17703	0	0	0
g17704	98	4900	0.14
g17705	0	0	0
g17706	0	0	0
g17707	0	0	0
g17708	0	0	0
g17709	2	100	202
g17710	5	250	187.4
g17711	26	1300	0.31
g17712	0	0	0
g17713	0	0	0
g17714	0	0	0
g17715	21	1050	0.19
g17716	0	0	0
g17717	0	0	0
g17718	14	700	0
g17719	0	0	0
g17720	0	0	0
g17721	0	0	0
g17722	13	650	0.15
g17723	0	0	0
g17724	0	0	0
g17725	0	0	0
g17726	0	0	0
g17727	0	0	0
g17728	0	0	0
g17729	0	0	0
g17730	0	0	0
g17731	94	4700	20.85
g17732	0	0	0
g17733	0	0	0
g17734	40	2000	0.33
g17735	117	5850	0.17
g17736	0	0	0
g17737	0	0	0
g17738	0	0	0
g17739	0	0	0
g17740	0	0	0
g17741	0	0	0
g17742	0	0	0
g17743	0	0	0
g17745	0	0	0
g17746	0	0	0
g17747	0	0	0
g17748	4	200	48.5
g17749	3	150	0
g17750	0	0	0
g17751	0	0	0
g17752	90	4500	0.1
g17753	96	4800	2.52
g17754	14	700	176.86
g17755	6	300	221
g17756	65	3250	252.62
g17757	10	500	186.5
g17758	10	500	177.2
g17759	7	350	375.29
g17760	175	8750	0.34
g17761	0	0	0
g17762	0	0	0
g17763	0	0	0
g17764	0	0	0
g17765	0	0	0
g17766	0	0	0
g17767	0	0	0
g17768	0	0	0
g17769	0	0	0
g17770	0	0	0
g17771	31	1550	0.13
g17772	0	0	0
g17773	16	800	0.12
g17774	16	800	0.12
g17775	22	1100	0.5
g17776	0	0	0
g17777	0	0	0
g17778	0	0	0
g17779	0	0	0
g17780	0	0	0
g17781	0	0	0
g17782	0	0	0
g17783	0	0	0
g17784	4	200	76.5
g17785	73	3650	0.08
g17786	204	10200	0.18
g17787	15	750	10.47
g17788	12	600	0.08
g17789	4	200	0
g17790	0	0	0
g17791	17	850	0
g17792	0	0	0
g17793	0	0	0
g17794	20	1000	0.15
g17795	6	300	33.83
g17796	29	1450	0.17
g17797	0	0	0
g17798	44	2200	0.05
g17799	32	1600	0.16
g17800	0	0	0
g17801	0	0	0
g17802	0	0	0
g17803	45	2250	10.38
g17804	0	0	0
g17805	0	0	0
g17806	76	3800	0.12
g17807	0	0	0
g17808	6	300	237
g17809	3	150	223.33
g17810	99	4950	7.31
g17811	21	1050	0.05
g17812	0	0	0
g17813	0	0	0
g17814	0	0	0
g17815	645	32250	0.25
g17816	0	0	0
g17817	0	0	0
g17818	8	400	0
g17819	50	2500	0.04
g17820	0	0	0
g17821	0	0	0
g17822	105	5250	88.14
g17823	0	0	0
g17824	0	0	0
g17825	0	0	0
g17826	0	0	0
g17827	0	0	0
g17828	0	0	0
g17829	249	12450	0.39
g17830	0	0	0
g17831	0	0	0
g17832	0	0	0
g17833	28	1400	0.11
g17834	24	1200	0
g17835	0	0	0
g17836	0	0	0
g17837	0	0	0
g17838	0	0	0
g17839	0	0	0
g17840	0	0	0
g17841	0	0	0
g17842	0	0	0
g17843	0	0	0
g17844	2	100	168
g17845	1	50	3
g17846	13	650	0
g17847	45	2250	0.47
g17848	83	4150	0.37
g17849	0	0	0
g17850	0	0	0
g17851	10	500	0.2
g17852	13	650	0.15
g17853	0	0	0
g17854	0	0	0
g17855	0	0	0
g17856	0	0	0
g17857	25	1250	7.96
g17858	0	0	0
g17859	0	0	0
g17860	0	0	0
tRNA-Gln312_gene	0	0	0
g17861	0	0	0
g17862	0	0	0
g17863	0	0	0
g17864	0	0	0
g17865	0	0	0
g17866	0	0	0
g17867	0	0	0
g17868	0	0	0
g17869	1	50	72
g17870	0	0	0
g17871	0	0	0
g17872	407	20350	21.59
g17873	7	350	0
g17874	0	0	0
g17875	2	100	0
g17876	27	1350	0.04
g17877	96	4800	0.68
g17878	0	0	0
g17879	0	0	0
g17880	9	450	0.44
g17881	71	3550	7.58
g17882	0	0	0
g17883	0	0	0
g17884	0	0	0
g17885	0	0	0
g17886	11	550	0
g17887	0	0	0
g17888	0	0	0
g17889	8	400	0.12
g17890	0	0	0
g17891	0	0	0
g17892	14	700	0.36
g17893	48	2400	0.08
g17894	18	900	0.33
g17895	54	2700	0.54
g17896	0	0	0
g17897	0	0	0
g17898	61	3050	80.3
g17899	6	300	4.67
g17900	34	1700	2
g17901	0	0	0
g17902	25	1250	0.04
g17903	26	1300	7.12
g17904	0	0	0
g17905	0	0	0
g17906	0	0	0
g17907	82	4100	0.4
g17908	2	100	0
g17909	3	150	2
g17910	21	1050	69.14
g17911	69	3450	0.07
g17912	80	4000	2.81
g17913	16	800	17.69
g17914	0	0	0
g17915	0	0	0
g17916	1	50	142
g17917	0	0	0
g17918	23	1150	0.22
g17919	48	2400	0.15
g17920	1	50	2
g17921	30	1500	0.1
g17922	6	300	0.17
g17923	32	1600	0
g17924	0	0	0
g17925	0	0	0
g17926	0	0	0
g17927	5	250	0
g17928	0	0	0
g17929	2	100	0
g17930	22	1100	0.05
g17931	0	0	0
g17932	8	400	0.25
g17933	7	350	0.14
g17934	0	0	0
g17935	0	0	0
g17936	14	700	0.14
g17937	0	0	0
g17938	16	800	0.19
g17939	0	0	0
g17940	0	0	0
g17941	0	0	0
g17942	0	0	0
g17943	0	0	0
g17944	0	0	0
g17945	0	0	0
g17946	1	50	154
g17947	2	100	0
g17948	0	0	0
g17949	13	650	0.08
g17950	0	0	0
g17951	26	1300	0.04
g17952	1	50	0
g17953	5	250	0
g17954	0	0	0
g17955	8	400	0.12
g17956	0	0	0
tRNA-Lys314_gene	0	0	0
g17957	6	300	83
g17958	114	5700	0.83
g17959	49	2450	0.69
g17960	23	1150	6.26
g17961	4	200	4
g17962	0	0	0
g17963	40	2000	0.4
g17964	146	7300	0.3
g17965	136	6800	1.51
g17966	0	0	0
g17967	12	600	0
g17968	6	300	0
g17969	81	4050	0.07
g17970	79	3950	0.05
g17971	0	0	0
g17972	0	0	0
g17973	2	100	190.5
g17974	0	0	0
g17975	1	50	155
g17976	1	50	0
g17977	18	900	19.11
g17978	3	150	151.33
g17979	65	3250	2.63
tRNA-Thr313_gene	2	100	0
g17980	76	3800	0.42
g17981	34	1700	0.06
g17982	0	0	0
g17983	49	2450	0.08
g17984	0	0	0
g17985	0	0	0
g17986	37	1850	0.03
g17987	4	200	174.25
g17988	0	0	0
g17989	0	0	0
g17990	9	450	3.89
g17991	1	50	162
g17992	15	750	0.07
g17993	176	8800	1.8
g17994	0	0	0
g17995	0	0	0
g17996	0	0	0
g17997	0	0	0
g17998	0	0	0
g17999	76	3800	4.93
g18000	0	0	0
g18001	212	10600	5.63
g18002	0	0	0
g18003	0	0	0
g18004	0	0	0
g18005	0	0	0
g18006	0	0	0
g18007	0	0	0
g18008	2	100	186
g18009	8	400	100.38
g18010	37	1850	10.49
g18011	6	300	0
g18012	0	0	0
g18013	0	0	0
g18014	0	0	0
g18015	2	100	1
g18016	0	0	0
g18017	11	550	0.18
g18018	40	2000	0.17
g18019	0	0	0
g18021	0	0	0
g18022	0	0	0
g18023	0	0	0
g18024	51	2550	0.04
g18025	0	0	0
g18026	14	700	1.5
g18027	49	2450	1.12
g18028	48	2400	1.31
g18029	1	50	0
g18030	17	850	0.65
g18031	0	0	0
g18032	3	150	154.67
g18033	0	0	0
g18034	3	150	0
g18035	6	300	59.5
g18036	19	950	0.89
g18037	3	150	0
g18038	7	350	192.86
g18039	0	0	0
g18040	0	0	0
g18041	0	0	0
g18042	5	250	0.2
g18043	80	4000	0.36
g18044	13	650	45.46
g18045	0	0	0
g18046	0	0	0
g18047	16	800	0
g18048	0	0	0
g18049	0	0	0
g18050	15	750	0.2
g18051	0	0	0
g18052	0	0	0
g18053	0	0	0
g18054	0	0	0
g18055	6	300	0
g18056	0	0	0
g18057	12	600	0
g18058	4	200	37.75
g18059	0	0	0
g18060	0	0	0
g18061	13	650	0.08
g18062	0	0	0
g18063	0	0	0
g18064	10	500	0.1
g18065	0	0	0
g18066	0	0	0
g18067	5	250	0
g18068	16	800	0.06
g18069	0	0	0
g18070	0	0	0
g18071	0	0	0
g18072	0	0	0
g18073	0	0	0
g18074	0	0	0
g18075	27	1350	0.04
g18076	3	150	0
g18077	18	900	0.06
g18078	0	0	0
g18079	48	2400	0.88
g18080	7	350	0
g18081	45	2250	0.33
g18082	39	1950	0.05
g18083	0	0	0
g18084	19	950	0.42
g18085	33	1650	0.09
g18086	23	1150	0.04
g18087	132	6600	3.76
g18088	4	200	42.5
g18089	1	50	0
g18090	5	250	41.4
g18091	0	0	0
g18092	35	1750	118.4
g18093	10	500	0.3
g18094	3	150	177.33
g18095	1	50	0
g18096	43	2150	0.28
g18097	475	23750	1.7
g18098	80	4000	93.8
g18099	57	2850	0.07
g18100	7	350	0
g18101	50	2500	2.5
g18102	169	8450	1.28
g18103	19	950	0.16
g18104	1	50	0
g18105	3	150	0
g18106	22	1100	0.27
g18107	0	0	0
g18108	0	0	0
g18109	0	0	0
g18110	0	0	0
g18111	0	0	0
g18112	0	0	0
g18113	0	0	0
g18114	40	2000	0.17
g18116	0	0	0
g18117	0	0	0
g18118	0	0	0
g18119	0	0	0
g18120	0	0	0
g18121	0	0	0
g18122	20	1000	0.1
g18123	114	5700	0.11
g18124	0	0	0
g18125	2	100	26
g18126	14	700	4.5
g18127	0	0	0
g18128	21	1050	107.24
g18129	11	550	0.09
g18130	9	450	0.78
g18131	0	0	0
g18132	0	0	0
g18133	2	100	0
g18134	7	350	0
g18135	22	1100	5.09
g18136	6	300	0
g18137	0	0	0
g18138	2	100	91.5
g18139	6	300	42.17
g18140	5	250	0.2
g18141	9	450	187.22
g18142	173	8650	0.13
g18143	143	7150	80.9
g18144	210	10500	1.42
g18145	6	300	0
g18146	4	200	0
g18147	0	0	0
g18148	0	0	0
g18149	44	2200	9.5
g18150	0	0	0
g18151	8	400	0
g18152	31	1550	0.03
g18153	1	50	39
g18154	0	0	0
g18155	120	6000	44.08
g18156	76	3800	91.97
g18157	26	1300	68.27
g18158	27	1350	253.07
g18159	0	0	0
g18160	0	0	0
g18161	4	200	0
g18162	0	0	0
g18163	0	0	0
g18164	0	0	0
g18165	0	0	0
g18166	0	0	0
g18167	83	4150	0.14
g18168	0	0	0
g18169	0	0	0
g18170	59	2950	2.56
g18171	21	1050	0
g18172	0	0	0
g18173	0	0	0
g18174	52	2600	0.04
g18175	80	4000	0.07
g18176	147	7350	0.12
g18177	0	0	0
g18178	28	1400	0.04
g18179	12	600	7.08
g18180	9	450	0
g18181	7	350	0.43
g18182	56	2800	5.75
g18183	23	1150	0.04
g18184	30	1500	0.87
g18185	0	0	0
g18186	0	0	0
g18187	6	300	0
g18188	0	0	0
g18189	2	100	0
g18190	0	0	0
g18191	0	0	0
g18192	74	3700	0.11
g18193	8	400	0
g18194	1	50	19
g18195	0	0	0
g18196	0	0	0
g18197	9	450	0.22
g18198	0	0	0
g18199	0	0	0
g18200	3	150	0
g18201	20	1000	77.85
g18202	0	0	0
g18203	28	1400	172.18
g18204	0	0	0
g18205	0	0	0
g18206	0	0	0
g18207	5	250	185
g18208	20	1000	0.2
g18209	6	300	0
g18210	2	100	0
g18211	91	4550	7.68
g18212	11	550	0
g18213	13	650	0.15
g18214	11	550	0
g18215	0	0	0
g18216	0	0	0
g18217	0	0	0
g18218	0	0	0
g18219	0	0	0
g18220	23	1150	0.7
g18221	4	200	0
g18222	56	2800	4.16
g18223	2	100	0
g18224	0	0	0
g18225	8	400	0
g18226	8	400	0.12
g18227	8	400	0
g18228	161	8050	312.6
g18229	15	750	0.13
g18230	10	500	0
g18231	13	650	184.46
g18232	0	0	0
g18233	30	1500	5.73
g18234	0	0	0
g18235	0	0	0
g18236	0	0	0
g18237	0	0	0
g18238	0	0	0
g18239	0	0	0
g18240	3	150	57
g18241	0	0	0
g18242	2	100	57.5
g18243	0	0	0
g18244	4	200	0
g18245	5	250	0
g18246	0	0	0
g18247	3	150	0.67
g18248	11	550	4.73
g18249	42	2100	0.1
g18250	23	1150	1.26
g18251	0	0	0
g18252	0	0	0
g18253	37	1850	0.11
g18254	0	0	0
g18255	0	0	0
g18256	252	12600	0.24
g18257	36	1800	0.42
g18258	0	0	0
g18259	59	2950	57.58
g18260	3	150	34
g18261	29	1450	8.76
g18262	10	500	7.8
g18263	0	0	0
g18264	0	0	0
g18265	0	0	0
g18266	5	250	3.6
g18267	0	0	0
g18268	0	0	0
g18269	2	100	18.5
g18270	11	550	1
g18271	27	1350	0.19
g18272	70	3500	0.07
g18273	3	150	0
g18274	12	600	0.25
g18275	124	6200	2.37
g18276	17	850	0.24
g18277	7	350	0.29
g18278	90	4500	0.27
g18279	30	1500	0
g18280	0	0	0
g18281	1	50	0
g18282	0	0	0
g18283	4	200	0
g18284	38	1900	0.53
g18285	0	0	0
g18286	0	0	0
g18287	2	100	0
g18288	0	0	0
g18289	32	1600	6.06
g18290	30	1500	35.27
g18291	2	100	117.5
g18292	0	0	0
g18293	0	0	0
g18294	0	0	0
g18295	0	0	0
g18296	0	0	0
g18297	0	0	0
g18298	23	1150	13.65
g18299	0	0	0
g18300	0	0	0
g18301	0	0	0
g18302	4	200	0
g18303	17	850	0.06
g18304	0	0	0
g18305	16	800	0.06
g18306	11	550	0.09
g18307	14	700	0.14
g18308	11	550	0
g18309	0	0	0
g18310	0	0	0
g18311	6	300	0
g18312	0	0	0
g18313	35	1750	0.11
g18314	19	950	31.47
g18315	9	450	41.56
g18316	10	500	1
g18317	20	1000	0.2
g18318	2	100	0
g18319	10	500	0.2
g18320	0	0	0
g18321	1	50	160
g18322	89	4450	0.09
g18323	50	2500	0.04
g18324	0	0	0
g18325	0	0	0
g18326	0	0	0
g18327	135	6750	0.13
g18328	23	1150	0.04
g18329	0	0	0
g18330	1	50	1
g18331	9	450	0
g18332	0	0	0
g18333	15	750	0.07
g18334	9	450	0
g18335	1	50	0
g18336	0	0	0
g18337	0	0	0
g18338	76	3800	0.45
g18339	54	2700	0.02
g18340	218	10900	0.06
g18341	109	5450	0.04
g18342	58	2900	3.86
g18343	0	0	0
g18344	4	200	0.5
g18345	22	1100	67.73
g18346	7	350	30.86
g18347	0	0	0
g18348	13	650	0
g18349	0	0	0
g18350	12	600	0
g18351	63	3150	136.41
g18352	0	0	0
g18353	0	0	0
g18354	19	950	0.05
g18355	0	0	0
g18356	50	2500	0.1
g18357	0	0	0
g18358	0	0	0
g18359	58	2900	0.09
g18360	1	50	0
g18361	0	0	0
g18362	0	0	0
g18363	64	3200	9.78
g18364	6	300	0
g18365	14	700	0.07
g18366	2	100	0
g18367	0	0	0
g18368	48	2400	39.81
g18369	0	0	0
g18370	1	50	204
g18371	28	1400	7.39
g18372	60	3000	1.07
g18373	75	3750	0.24
g18374	2	100	0
g18375	0	0	0
g18376	4	200	0
g18377	4	200	0
g18378	0	0	0
g18379	3	150	0.67
g18380	0	0	0
g18381	0	0	0
g18382	46	2300	8.57
g18383	50	2500	1.4
g18384	47	2350	0.15
g18385	27	1350	0.22
g18386	123	6150	0.2
g18387	13	650	177.15
g18388	1	50	153
g18389	0	0	0
g18390	0	0	0
g18391	5	250	193
g18392	5	250	203
g18393	4	200	211.5
g18394	2	100	226.5
g18395	5	250	208.4
g18396	0	0	0
g18397	28	1400	0
g18398	4	200	0.25
g18399	1	50	139
g18400	0	0	0
g18401	0	0	0
g18402	41	2050	0.02
g18403	0	0	0
g18404	0	0	0
g18405	35	1750	0.11
g18406	39	1950	5.15
g18407	0	0	0
g18408	0	0	0
g18409	0	0	0
g18410	0	0	0
g18411	15	750	0.13
g18412	25	1250	0.56
g18413	0	0	0
g18414	0	0	0
g18415	0	0	0
g18416	0	0	0
g18417	0	0	0
g18418	0	0	0
g18419	0	0	0
g18420	12	600	0.25
g18421	115	5750	0.31
g18422	0	0	0
g18423	0	0	0
g18424	0	0	0
g18425	19	950	2.21
g18426	19	950	2.47
g18427	19	950	2.53
g18428	10	500	1.8
g18429	55	2750	1.02
g18430	45	2250	0.8
g18431	85	4250	0.42
g18432	8	400	0
g18433	39	1950	0.1
g18434	31	1550	1.32
g18435	12	600	0.17
g18436	0	0	0
g18437	0	0	0
g18438	6	300	0.17
g18439	0	0	0
g18440	30	1500	0.6
g18441	31	1550	0.03
g18442	0	0	0
g18443	8	400	0
g18444	0	0	0
g18445	0	0	0
g18446	0	0	0
g18447	3	150	0
g18448	76	3800	0.12
g18449	10	500	0.1
g18450	11	550	0.18
g18451	0	0	0
g18452	2	100	51.5
g18453	0	0	0
g18454	0	0	0
g18455	89	4450	0.16
g18456	0	0	0
g18457	0	0	0
g18458	0	0	0
g18459	14	700	11.57
g18460	1	50	161
g18461	0	0	0
g18462	91	4550	0.27
g18463	0	0	0
g18464	0	0	0
g18465	0	0	0
g18466	7	350	0
g18467	0	0	0
g18468	0	0	0
g18469	0	0	0
g18470	0	0	0
g18471	0	0	0
g18472	0	0	0
g18473	0	0	0
g18474	0	0	0
g18475	0	0	0
g18476	4	200	201.75
g18477	0	0	0
g18478	0	0	0
g18479	3	150	145.33
g18480	0	0	0
g18481	3	150	0
g18482	0	0	0
g18483	32	1600	0
g18484	79	3950	0.05
g18485	5	250	201.6
g18486	0	0	0
g18487	0	0	0
g18488	0	0	0
g18489	15	750	0.13
g18490	67	3350	0.15
g18491	78	3900	0.06
g18492	16	800	0.19
g18493	114	5700	0.09
g18494	461	23050	0.74
tRNA-Ser335_gene	0	0	0
tRNA-Ser334_gene	0	0	0
tRNA-Ser333_gene	0	0	0
tRNA-Ser332_gene	0	0	0
tRNA-Ser331_gene	0	0	0
tRNA-Ser330_gene	0	0	0
tRNA-Ser329_gene	0	0	0
tRNA-Ser328_gene	0	0	0
tRNA-Ser327_gene	0	0	0
tRNA-Ser326_gene	0	0	0
tRNA-Ser325_gene	0	0	0
tRNA-Ser324_gene	0	0	0
tRNA-Ser323_gene	0	0	0
tRNA-Ser322_gene	0	0	0
tRNA-Ser321_gene	0	0	0
tRNA-Ser320_gene	0	0	0
tRNA-Ser319_gene	0	0	0
tRNA-Ser318_gene	0	0	0
tRNA-Ser317_gene	0	0	0
g18495	460	23000	1.3
tRNA-Ser316_gene	0	0	0
tRNA-Ser315_gene	0	0	0
g18496	0	0	0
g18497	0	0	0
g18498	0	0	0
g18499	0	0	0
g18500	0	0	0
g18501	0	0	0
g18502	0	0	0
g18503	0	0	0
g18504	0	0	0
g18505	15	750	41.27
tRNA-Trp336_gene	2	100	0
g18506	0	0	0
g18507	3	150	0.33
g18508	0	0	0
g18509	65	3250	0.09
g18510	0	0	0
g18511	2	100	1.5
g18512	28	1400	0.07
g18513	0	0	0
g18514	18	900	27.11
g18515	9	450	0.11
g18516	39	1950	0.33
g18517	13	650	0.08
g18518	0	0	0
g18519	64	3200	0.09
g18520	15	750	0
g18521	0	0	0
g18522	4	200	0
g18523	0	0	0
g18524	0	0	0
g18525	21	1050	10.24
g18526	21	1050	0.14
g18527	118	5900	1.58
g18528	185	9250	1.27
g18529	6	300	0.17
g18530	32	1600	0.22
g18531	4	200	0.25
g18532	0	0	0
g18533	0	0	0
g18534	20	1000	0.1
tRNA-Asn337_gene	6	300	0.17
g18535	4	200	0
g18536	6	300	127.67
g18537	3	150	0
g18538	276	13800	1
g18539	70	3500	0.37
g18540	14	700	0.57
g18541	0	0	0
g18542	0	0	0
g18543	0	0	0
g18544	0	0	0
g18545	0	0	0
g18547	0	0	0
g18548	0	0	0
g18549	0	0	0
g18550	0	0	0
g18551	2	100	132
g18552	19	950	0.42
g18553	0	0	0
g18554	0	0	0
g18555	0	0	0
g18556	0	0	0
g18557	7	350	174.14
g18558	0	0	0
g18559	85	4250	175.53
g18560	5	250	0.2
g18561	0	0	0
g18562	0	0	0
g18563	0	0	0
g18564	52	2600	0.25
g18565	0	0	0
g18566	43	2150	5.37
g18567	0	0	0
g18568	0	0	0
g18569	0	0	0
g18570	0	0	0
g18571	15	750	0.07
g18572	57	2850	5.39
g18573	27	1350	75.93
g18574	9	450	112.78
g18575	0	0	0
g18576	1	50	167
g18577	0	0	0
g18578	52	2600	0.46
g18579	38	1900	88.08
g18580	32	1600	0
g18581	0	0	0
g18582	32	1600	0.12
g18583	0	0	0
g18584	0	0	0
g18585	162	8100	0.23
g18586	0	0	0
g18587	0	0	0
g18588	0	0	0
g18589	1	50	25
g18590	0	0	0
g18591	0	0	0
g18592	48	2400	178.85
g18593	26	1300	124.46
g18594	10	500	127.4
g18595	28	1400	168.36
g18596	3	150	0
g18597	5	250	22.8
g18598	0	0	0
g18599	26	1300	0.04
g18600	1	50	0
g18601	15	750	12.47
g18602	55	2750	0.02
g18603	44	2200	0.09
g18604	11	550	0.36
g18605	50	2500	0.1
g18606	17	850	0.06
g18607	11	550	0
g18608	0	0	0
g18609	0	0	0
tRNA-Lys345_gene	3	150	1
tRNA-Lys344_gene	3	150	0.33
tRNA-Lys343_gene	3	150	1.67
tRNA-Lys342_gene	2	100	1
tRNA-Lys341_gene	3	150	2.33
tRNA-Lys340_gene	3	150	0.67
tRNA-Lys339_gene	3	150	1
tRNA-Lys338_gene	0	0	0
g18610	0	0	0
g18611	0	0	0
g18612	0	0	0
g18613	11	550	0.09
g18614	0	0	0
g18615	33	1650	0.09
g18616	45	2250	0.18
g18617	14	700	1.07
g18618	6	300	32.17
g18619	20	1000	0.95
g18620	0	0	0
g18621	6	300	0
g18622	77	3850	4.17
g18623	30	1500	0
g18624	80	4000	0.38
g18625	30	1500	0.37
g18626	0	0	0
g18627	4	200	0
g18628	10	500	0.3
g18629	12	600	0.08
g18630	57	2850	1.09
g18631	2	100	0
g18632	30	1500	0.13
g18633	35	1750	0.14
g18634	29	1450	0.14
g18635	27	1350	0.07
g18636	0	0	0
g18637	1	50	0
g18638	33	1650	26.79
g18639	2	100	162
g18640	17	850	188.29
g18641	10	500	0.1
g18642	15	750	0.13
g18643	4	200	0
g18644	15	750	0
g18645	126	6300	0.35
g18646	17	850	1.53
g18647	0	0	0
g18648	44	2200	64.27
g18649	2	100	0
g18650	29	1450	0
g18651	88	4400	5.49
g18652	105	5250	0.01
g18653	1	50	125
g18654	0	0	0
g18655	0	0	0
g18656	6	300	206.83
g18657	0	0	0
g18658	1	50	0
g18659	0	0	0
g18660	91	4550	0.18
g18661	40	2000	0.07
g18662	0	0	0
g18663	0	0	0
g18664	0	0	0
g18665	7	350	0
g18666	18	900	0
g18667	50	2500	0.14
g18668	32	1600	0.34
g18669	0	0	0
g18670	23	1150	0.17
g18671	27	1350	0.11
g18672	15	750	4.33
g18673	2	100	0
g18674	0	0	0
g18675	0	0	0
g18676	9	450	0.11
g18677	8	400	0
g18678	26	1300	7.15
g18679	8	400	98.38
g18680	8	400	49.75
g18681	2	100	0
g18682	6	300	8
g18683	13	650	0
g18684	0	0	0
g18685	0	0	0
g18686	167	8350	3.31
g18687	0	0	0
g18688	182	9100	0.96
g18689	63	3150	0.1
g18690	0	0	0
g18691	2	100	155.5
g18692	0	0	0
g18693	57	2850	0.14
g18694	41	2050	48.66
g18695	0	0	0
g18696	74	3700	0.36
g18697	50	2500	0.04
g18698	33	1650	0.15
g18699	0	0	0
g18700	0	0	0
g18701	0	0	0
g18702	0	0	0
g18703	40	2000	0.1
g18704	167	8350	3.87
g18705	0	0	0
g18706	0	0	0
g18707	5	250	0.2
g18708	46	2300	0.11
g18709	92	4600	3.75
g18710	134	6700	4.48
g18711	0	0	0
tRNA-His347_gene	0	0	0
tRNA-His346_gene	0	0	0
g18712	50	2500	0.22
g18713	37	1850	0.14
g18714	222	11100	0.1
g18715	39	1950	0.08
g18716	86	4300	0.22
g18717	2	100	237
g18718	0	0	0
g18719	0	0	0
g18720	1	50	0
g18721	0	0	0
g18722	0	0	0
g18723	7	350	0
g18724	58	2900	1.26
g18725	0	0	0
g18726	20	1000	0.1
g18727	75	3750	8.53
g18728	1	50	145
g18729	3	150	0.33
tRNA-Thr348_gene	4	200	0
g18730	25	1250	0.08
g18731	0	0	0
g18732	0	0	0
g18733	25	1250	0.44
g18734	33	1650	0.09
g18735	57	2850	0.12
g18736	0	0	0
g18737	0	0	0
g18738	5	250	0
g18739	108	5400	7.89
g18740	27	1350	18.56
g18741	0	0	0
g18742	0	0	0
